name,model_type,metric_type,metric_value,train_time
1_Baseline,Baseline,logloss,1.0692614392897137,2.05
2_DecisionTree,Decision Tree,logloss,0.5929697382382049,25.26
3_Default_Xgboost,Xgboost,logloss,0.5032544596520507,51.29
4_Default_NeuralNetwork,Neural Network,logloss,0.5500272998688557,12.91
5_Default_RandomForest,Random Forest,logloss,0.5471669597426245,32.1
Ensemble,Ensemble,logloss,0.5022808121234297,0.61
